Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2004-05-31,Marketable,Bills,958051.142,30.4,958081.542,1,2004,3,2004,2,05,31
2004-05-31,Marketable,Notes,2030668.7866,34,2030702.7866,2,2004,3,2004,2,05,31
2004-05-31,Marketable,Bonds,555933.7708,140.671,556074.4418,3,2004,3,2004,2,05,31
2004-05-31,Marketable,Inflation-Indexed Notes,152777.40524517,0,152777.40524517,4,2004,3,2004,2,05,31
2004-05-31,Marketable,Inflation-Indexed Bonds,46953.67998442,0,46953.67998442,5,2004,3,2004,2,05,31
2004-05-31,Total Marketable,_,3744384.78462959,205.071,3744589.85562959,6,2004,3,2004,2,05,31
2004-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2004,3,2004,2,05,31
2004-05-31,Nonmarketable,Foreign Series,6431.36459,0,6431.36459,8,2004,3,2004,2,05,31
2004-05-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2004,3,2004,2,05,31
2004-05-31,Nonmarketable,State and Local Government Series,161058.4100601,0,161058.4100601,10,2004,3,2004,2,05,31
2004-05-31,Nonmarketable,United States Savings Securities,204665.91205161,0,204665.91205161,11,2004,3,2004,2,05,31
2004-05-31,Nonmarketable,Government Account Series,56135.46627627,2989089.97415454,3045225.44043081,12,2004,3,2004,2,05,31
2004-04-30,Total Nonmarketable,_,461841.62299919,2974514.71464508,3436356.33764427,14,2004,3,2004,2,04,30
2004-04-30,Total Public Debt Outstanding,_,4158978.01497943,2974811.33564508,7133789.35062451,15,2004,3,2004,2,04,30
2004-04-30,Marketable,Bills,933395.873,30.4,933426.273,1,2004,3,2004,2,04,30
2004-04-30,Marketable,Notes,2001113.9306,34,2001147.9306,2,2004,3,2004,2,04,30
2004-04-30,Marketable,Bonds,564168.8098,232.221,564401.0308,3,2004,3,2004,2,04,30
2004-04-30,Marketable,Inflation-Indexed Notes,151803.40836283,0,151803.40836283,4,2004,3,2004,2,04,30
2004-04-30,Marketable,Inflation-Indexed Bonds,46654.37021741,0,46654.37021741,5,2004,3,2004,2,04,30
2004-04-30,Total Marketable,_,3697136.39198024,296.621,3697433.01298024,6,2004,3,2004,2,04,30
2004-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2004,3,2004,2,04,30
2004-04-30,Nonmarketable,Foreign Series,6731.36459,0,6731.36459,8,2004,3,2004,2,04,30
2004-04-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2004,3,2004,2,04,30
2004-04-30,Nonmarketable,State and Local Government Series,161633.72939724,0,161633.72939724,10,2004,3,2004,2,04,30
2004-04-30,Nonmarketable,United States Savings Securities,204538.97138032,0,204538.97138032,11,2004,3,2004,2,04,30
2004-04-30,Nonmarketable,Government Account Series,54521.04878059,2974514.71464508,3029035.76342567,12,2004,3,2004,2,04,30
2004-04-30,Nonmarketable,Other,4420.27585104,0,4420.27585104,13,2004,3,2004,2,04,30
2004-03-31,Nonmarketable,State and Local Government Series,155711.8119,0,155711.8119,10,2004,2,2004,1,03,31
2004-03-31,Nonmarketable,United States Savings Securities,204465.3261022,0,204465.3261022,11,2004,2,2004,1,03,31
2004-03-31,Nonmarketable,Government Account Series,54713.97313924,2953903.09953837,3008617.07267761,12,2004,2,2004,1,03,31
2004-03-31,Nonmarketable,Other,4331.983199,0,4331.983199,13,2004,2,2004,1,03,31
2004-03-31,Total Nonmarketable,_,455950.69193044,2953903.09953837,3409853.79146881,14,2004,2,2004,1,03,31
2004-03-31,Total Public Debt Outstanding,_,4176874.49993044,2954193.72053837,7131068.22046881,15,2004,2,2004,1,03,31
2004-03-31,Marketable,Bills,984940.157,30.4,984970.557,1,2004,2,2004,1,03,31
2004-03-31,Marketable,Notes,1983436.521,29,1983465.521,2,2004,2,2004,1,03,31
2004-03-31,Marketable,Bonds,564170.526,232.221,564402.747,3,2004,2,2004,1,03,31
2004-03-31,Marketable,Inflation-Indexed Notes,141970.722,0,141970.722,4,2004,2,2004,1,03,31
2004-03-31,Marketable,Inflation-Indexed Bonds,46404.882,0,46404.882,5,2004,2,2004,1,03,31
2004-03-31,Total Marketable,_,3720922.808,291.621,3721214.429,6,2004,2,2004,1,03,31
2004-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2004,2,2004,1,03,31
2004-03-31,Nonmarketable,Foreign Series,6731.36459,0,6731.36459,8,2004,2,2004,1,03,31
2004-03-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2004,2,2004,1,03,31
2004-02-29,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,2,2004,1,02,29
2004-02-29,Nonmarketable,Foreign Series,6731.36459,0,6731.36459,9,2004,2,2004,1,02,29
2004-02-29,Nonmarketable,State and Local Government Series,147602.9859,0,147602.9859,11,2004,2,2004,1,02,29
2004-02-29,Nonmarketable,United States Savings Securities,204518.3262644,0,204518.3262644,12,2004,2,2004,1,02,29
2004-02-29,Nonmarketable,Government Account Series,53611.54385391,2966057.89679071,3019670.44064462,13,2004,2,2004,1,02,29
2004-02-29,Nonmarketable,Other,4223.165,0,4223.165,14,2004,2,2004,1,02,29
2004-02-29,Total Nonmarketable,_,463013.61860831,2966057.89679071,3429071.51539902,15,2004,2,2004,1,02,29
2004-02-29,Total Public Debt Outstanding,_,4125593.32360831,2966349.51779071,7091942.84139902,16,2004,2,2004,1,02,29
2004-02-29,Marketable,Bills,958164.208,30.4,958194.608,1,2004,2,2004,1,02,29
2004-02-29,Marketable,Notes,1952714.158,29,1952743.158,2,2004,2,2004,1,02,29
2004-02-29,Marketable,Bonds,564174.314,232.221,564406.535,3,2004,2,2004,1,02,29
2004-02-29,Marketable,Inflation-Indexed Notes,141338.73,0,141338.73,4,2004,2,2004,1,02,29
2004-02-29,Marketable,Inflation-Indexed Bonds,46188.295,0,46188.295,5,2004,2,2004,1,02,29
2004-02-29,Total Marketable,_,3662579.705,291.621,3662871.326,6,2004,2,2004,1,02,29
2004-02-29,Nonmarketable,Depositary Compensation Securities,16330,0,16330,7,2004,2,2004,1,02,29
2004-02-29,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,2,2004,1,02,29
2004-01-31,Marketable,Bills,907840.971,30.4,907871.371,1,2004,2,2004,1,01,31
2004-01-31,Marketable,Notes,1921742.4366,36.95,1921779.3866,2,2004,2,2004,1,01,31
2004-01-31,Marketable,Bonds,564179.90805,232.221,564412.12905,3,2004,2,2004,1,01,31
2004-01-31,Marketable,Inflation-Indexed Notes,141485.57430684,0,141485.57430684,4,2004,2,2004,1,01,31
2004-01-31,Marketable,Inflation-Indexed Bonds,46240.81604015,0,46240.81604015,5,2004,2,2004,1,01,31
2004-01-31,Total Marketable,_,3581489.70599699,299.571,3581789.27699699,6,2004,2,2004,1,01,31
2004-01-31,Nonmarketable,Foreign Series,5881.36459,0,5881.36459,9,2004,2,2004,1,01,31
2004-01-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,2,2004,1,01,31
2004-01-31,Nonmarketable,Depositary Compensation Securities,18812,0,18812,7,2004,2,2004,1,01,31
2004-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,2,2004,1,01,31
2004-01-31,Nonmarketable,State and Local Government Series,147438.49158899,0,147438.49158899,11,2004,2,2004,1,01,31
2004-01-31,Nonmarketable,United States Savings Securities,204253.84387178,0,204253.84387178,12,2004,2,2004,1,01,31
2004-01-31,Nonmarketable,Government Account Series,53088.42114889,2963734.18671337,3016821.60786226,13,2004,2,2004,1,01,31
2004-01-31,Nonmarketable,Other,4240.91895024,0,4240.91895024,14,2004,2,2004,1,01,31
2004-01-31,Total Nonmarketable,_,463711.2731499,2963734.18671337,3427445.45986327,15,2004,2,2004,1,01,31
2004-01-31,Total Public Debt Outstanding,_,4045200.97914689,2964033.75771337,7009234.73686026,16,2004,2,2004,1,01,31
2003-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,1,2003,4,12,31
2003-12-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,1,2003,4,12,31
2003-12-31,Nonmarketable,State and Local Government Series,149188.813,0,149188.813,11,2004,1,2003,4,12,31
2003-12-31,Nonmarketable,United States Savings Securities,203861.622,0,203861.622,12,2004,1,2003,4,12,31
2003-12-31,Nonmarketable,Government Account Series,53568.90202367,2953410.96757868,3006979.86960235,13,2004,1,2003,4,12,31
2003-12-31,Nonmarketable,Other,4241.199,0,4241.199,14,2004,1,2003,4,12,31
2003-12-31,Total Nonmarketable,_,469370.72702367,2953410.96757868,3422781.69460235,15,2004,1,2003,4,12,31
2003-12-31,Total Public Debt Outstanding,_,4044243.64702367,2953719.53857868,6997964.18560235,16,2004,1,2003,4,12,31
2003-12-31,Marketable,Bills,928768.474,30.4,928798.874,1,2004,1,2003,4,12,31
2003-12-31,Marketable,Notes,1905725.414,46.95,1905772.364,2,2004,1,2003,4,12,31
2003-12-31,Marketable,Bonds,564186.003,232.221,564418.224,3,2004,1,2003,4,12,31
2003-12-31,Marketable,Inflation-Indexed Notes,129829.425,0,129829.425,4,2004,1,2003,4,12,31
2003-12-31,Marketable,Inflation-Indexed Bonds,46363.604,0,46363.604,5,2004,1,2003,4,12,31
2003-12-31,Total Marketable,_,3574872.92,309.571,3575182.491,6,2004,1,2003,4,12,31
2003-12-31,Nonmarketable,Depositary Compensation Securities,18812,0,18812,7,2004,1,2003,4,12,31
2003-12-31,Nonmarketable,Foreign Series,9701.958,0,9701.958,9,2004,1,2003,4,12,31
2003-11-30,Nonmarketable,United States Savings Securities,203585,0,203585,12,2004,1,2003,4,11,30
2003-11-30,Nonmarketable,Government Account Series,53519.119,2891851.167,2945370.286,13,2004,1,2003,4,11,30
2003-11-30,Nonmarketable,Other,4289.628,0,4289.628,14,2004,1,2003,4,11,30
2003-11-30,Total Nonmarketable,_,470253.887,2891851.167,3362105.054,15,2004,1,2003,4,11,30
2003-11-30,Total Public Debt Outstanding,_,4032905.384,2892160.738,6925065.122,16,2004,1,2003,4,11,30
2003-11-30,Marketable,Bills,954723.089,30.4,954753.489,1,2004,1,2003,4,11,30
2003-11-30,Marketable,Notes,1867370.202,46.95,1867417.152,2,2004,1,2003,4,11,30
2003-11-30,Marketable,Inflation-Indexed Bonds,46406.947,0,46406.947,5,2004,1,2003,4,11,30
2003-11-30,Marketable,Bonds,564199.04,232.221,564431.261,3,2004,1,2003,4,11,30
2003-11-30,Marketable,Inflation-Indexed Notes,129951.219,0,129951.219,4,2004,1,2003,4,11,30
2003-11-30,Total Marketable,_,3562650.497,309.571,3562960.068,6,2004,1,2003,4,11,30
2003-11-30,Nonmarketable,Depositary Compensation Securities,20662,0,20662,7,2004,1,2003,4,11,30
2003-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,1,2003,4,11,30
2003-11-30,Nonmarketable,Foreign Series,9856.958,0,9856.958,9,2004,1,2003,4,11,30
2003-11-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,1,2003,4,11,30
2003-11-30,Nonmarketable,State and Local Government Series,148345.949,0,148345.949,11,2004,1,2003,4,11,30
2003-10-31,Marketable,Inflation-Indexed Notes,129528.132,0,129528.132,4,2004,1,2003,4,10,31
2003-10-31,Total Marketable,_,3518900.644,387.271,3519287.915,6,2004,1,2003,4,10,31
2003-10-31,Nonmarketable,Depositary Compensation Securities,20662,0,20662,7,2004,1,2003,4,10,31
2003-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2004,1,2003,4,10,31
2003-10-31,Nonmarketable,Government Account Series,53446.056,2881780.406,2935227.462,13,2004,1,2003,4,10,31
2003-10-31,Nonmarketable,Foreign Series,11006.958,0,11006.958,9,2004,1,2003,4,10,31
2003-10-31,Nonmarketable,Other,4392.446,0,4392.446,14,2004,1,2003,4,10,31
2003-10-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2004,1,2003,4,10,31
2003-10-31,Nonmarketable,State and Local Government Series,149093.539,0,149093.539,11,2004,1,2003,4,10,31
2003-10-31,Nonmarketable,United States Savings Securities,203009.8,0,203009.8,12,2004,1,2003,4,10,31
2003-10-31,Total Nonmarketable,_,471607.032,2881780.406,3353388.438,15,2004,1,2003,4,10,31
2003-10-31,Total Public Debt Outstanding,_,3990507.676,2882167.677,6872676.353,16,2004,1,2003,4,10,31
2003-10-31,Marketable,Bills,943890.286,30.4,943920.686,1,2004,1,2003,4,10,31
2003-10-31,Marketable,Notes,1822640.071,46.95,1822687.021,2,2004,1,2003,4,10,31
2003-10-31,Marketable,Inflation-Indexed Bonds,46256.112,0,46256.112,5,2004,1,2003,4,10,31
2003-10-31,Marketable,Bonds,576586.043,309.921,576895.964,3,2004,1,2003,4,10,31
2003-09-30,Nonmarketable,Government Account Series,53463.326,2858752.636,2912215.962,13,2003,4,2003,3,09,30
2003-09-30,Nonmarketable,Other,4375.611,0,4375.611,14,2003,4,2003,3,09,30
2003-09-30,Total Nonmarketable,_,463760.4382,2858752.636,3322513.0742,15,2003,4,2003,3,09,30
2003-09-30,Total Public Debt Outstanding,_,3924090.10415,2859140.907,6783231.01115,16,2003,4,2003,3,09,30
2003-09-30,Marketable,Bills,918195.682,31.4,918227.082,1,2003,4,2003,3,09,30
2003-09-30,Marketable,Notes,1799423.8846,46.95,1799470.8346,2,2003,4,2003,3,09,30
2003-09-30,Marketable,Bonds,576590.30735,309.921,576900.22835,3,2003,4,2003,3,09,30
2003-09-30,Marketable,Inflation-Indexed Notes,120035.078,0,120035.078,4,2003,4,2003,3,09,30
2003-09-30,Marketable,Inflation-Indexed Bonds,46084.714,0,46084.714,5,2003,4,2003,3,09,30
2003-09-30,Total Marketable,_,3460329.66595,388.271,3460717.93695,6,2003,4,2003,3,09,30
2003-09-30,Nonmarketable,Depositary Compensation Securities,14991,0,14991,7,2003,4,2003,3,09,30
2003-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,4,2003,3,09,30
2003-09-30,Nonmarketable,Foreign Series,11006.958,0,11006.958,9,2003,4,2003,3,09,30
2003-09-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,4,2003,3,09,30
2003-09-30,Nonmarketable,State and Local Government Series,148366.0482,0,148366.0482,11,2003,4,2003,3,09,30
2003-09-30,Nonmarketable,United States Savings Securities,201561.262,0,201561.262,12,2003,4,2003,3,09,30
2003-08-31,Total Nonmarketable,_,494047.442,2841793.229,3335839.671,15,2003,4,2003,3,08,31
2003-08-31,Marketable,Bills,961642.182,31.4,961673.582,1,2003,4,2003,3,08,31
2003-08-31,Marketable,Notes,1749630.655,46.95,1749677.605,2,2003,4,2003,3,08,31
2003-08-31,Marketable,Inflation-Indexed Bonds,46034.452,0,46034.452,5,2003,4,2003,3,08,31
2003-08-31,Marketable,Bonds,576600.501,309.921,576910.422,3,2003,4,2003,3,08,31
2003-08-31,Marketable,Inflation-Indexed Notes,119904.628,0,119904.628,4,2003,4,2003,3,08,31
2003-08-31,Total Marketable,_,3453812.418,388.271,3454200.689,6,2003,4,2003,3,08,31
2003-08-31,Nonmarketable,Foreign Series,11106.958,0,11106.958,9,2003,4,2003,3,08,31
2003-08-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,4,2003,3,08,31
2003-08-31,Nonmarketable,State and Local Government Series,149855.003,0,149855.003,11,2003,4,2003,3,08,31
2003-08-31,Nonmarketable,United States Savings Securities,200773.368,0,200773.368,12,2003,4,2003,3,08,31
2003-08-31,Nonmarketable,Government Account Series,53365.097,2841793.229,2895158.326,13,2003,4,2003,3,08,31
2003-08-31,Nonmarketable,Other,4249.783,0,4249.783,14,2003,4,2003,3,08,31
2003-08-31,Nonmarketable,Depositary Compensation Securities,44701,0,44701,7,2003,4,2003,3,08,31
2003-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,4,2003,3,08,31
2003-08-31,Total Public Debt Outstanding,_,3947859.86,2842180.5,6790041.36,16,2003,4,2003,3,08,31
2003-07-31,Marketable,Bills,937012.074,31.4,937043.474,1,2003,4,2003,3,07,31
2003-07-31,Marketable,Notes,1727709.02,46.95,1727755.97,2,2003,4,2003,3,07,31
2003-07-31,Marketable,Inflation-Indexed Bonds,45988.486,0,45988.486,5,2003,4,2003,3,07,31
2003-07-31,Marketable,Bonds,582194.024,309.921,582503.945,3,2003,4,2003,3,07,31
2003-07-31,Marketable,Inflation-Indexed Notes,119793.985,0,119793.985,4,2003,4,2003,3,07,31
2003-07-31,Total Marketable,_,3412696.589,388.271,3413085.86,6,2003,4,2003,3,07,31
2003-07-31,Nonmarketable,Government Account Series,52996.774,2847912.617,2900910.391,13,2003,4,2003,3,07,31
2003-07-31,Nonmarketable,Other,4235.833,0,4235.833,14,2003,4,2003,3,07,31
2003-07-31,Nonmarketable,Foreign Series,11556.958,0,11556.958,9,2003,4,2003,3,07,31
2003-07-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,4,2003,3,07,31
2003-07-31,Nonmarketable,State and Local Government Series,146673.394,0,146673.394,11,2003,4,2003,3,07,31
2003-07-31,Nonmarketable,Depositary Compensation Securities,44701,0,44701,7,2003,4,2003,3,07,31
2003-07-31,Nonmarketable,United States Savings Securities,200036.273,0,200036.273,12,2003,4,2003,3,07,31
2003-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,4,2003,3,07,31
2003-07-31,Total Nonmarketable,_,490196.465,2847912.617,3338109.082,15,2003,4,2003,3,07,31
2003-07-31,Total Public Debt Outstanding,_,3902894.054,2848300.888,6751194.942,16,2003,4,2003,3,07,31
2003-06-30,Marketable,Bills,927753.797,34.4,927788.197,1,2003,3,2003,2,06,30
2003-06-30,Marketable,Notes,1713722.596,38.95,1713761.546,2,2003,3,2003,2,06,30
2003-06-30,Marketable,Bonds,582197.033,309.894,582506.927,3,2003,3,2003,2,06,30
2003-06-30,Marketable,Inflation-Indexed Notes,108967.43,0,108967.43,4,2003,3,2003,2,06,30
2003-06-30,Marketable,Inflation-Indexed Bonds,46065.239,0,46065.239,5,2003,3,2003,2,06,30
2003-06-30,Total Marketable,_,3378705.095,383.244,3379089.339,6,2003,3,2003,2,06,30
2003-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2003,3,2003,2,06,30
2003-06-30,Nonmarketable,Foreign Series,11656.958,0,11656.958,8,2003,3,2003,2,06,30
2003-06-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,9,2003,3,2003,2,06,30
2003-06-30,Nonmarketable,State and Local Government Series,140496.791,0,140496.791,10,2003,3,2003,2,06,30
2003-06-30,Nonmarketable,United States Savings Securities,199180.861,0,199180.861,11,2003,3,2003,2,06,30
2003-06-30,Nonmarketable,Government Account Series,52558.504,2852906.849,2905466.353,12,2003,3,2003,2,06,30
2003-06-30,Nonmarketable,Other,4236.145,0,4236.145,13,2003,3,2003,2,06,30
2003-06-30,Total Nonmarketable,_,438126.492,2852906.849,3291033.341,14,2003,3,2003,2,06,30
2003-06-30,Total Public Debt Outstanding,_,3816830.587,2853290.093,6670120.68,15,2003,3,2003,2,06,30
2003-05-31,Marketable,Bills,910751.34,34.4,910785.74,1,2003,3,2003,2,05,31
2003-05-31,Marketable,Notes,1690261.3857,38.95,1690300.3357,2,2003,3,2003,2,05,31
2003-05-31,Marketable,Bonds,582200.5835,309.921,582510.5045,3,2003,3,2003,2,05,31
2003-05-31,Marketable,Inflation-Indexed Notes,109175.423,0,109175.423,4,2003,3,2003,2,05,31
2003-05-31,Marketable,Inflation-Indexed Bonds,46152.748,0,46152.748,5,2003,3,2003,2,05,31
2003-05-31,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2003,3,2003,2,05,31
2003-05-31,Total Marketable,_,3338541.4802,15383.261,3353924.7412,7,2003,3,2003,2,05,31
2003-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,3,2003,2,05,31
2003-05-31,Nonmarketable,Government Account Series,53092.518,2766141.84688,2819235.36488,13,2003,3,2003,2,05,31
2003-05-31,Nonmarketable,State and Local Government Series,140651.0266,0,140651.0266,11,2003,3,2003,2,05,31
2003-05-31,Nonmarketable,United States Savings Securities,198462.8025,0,198462.8025,12,2003,3,2003,2,05,31
2003-05-31,Nonmarketable,Foreign Series,11756.958,0,11756.958,9,2003,3,2003,2,05,31
2003-05-31,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,3,2003,2,05,31
2003-05-31,Nonmarketable,Other,4120.352,0,4120.352,14,2003,3,2003,2,05,31
2003-05-31,Total Nonmarketable,_,438079.8901,2766141.84688,3204221.73698,15,2003,3,2003,2,05,31
2003-05-31,Total Public Debt Outstanding,_,3776622.3703,2781525.10788,6558147.47818,16,2003,3,2003,2,05,31
2003-04-30,Marketable,Bills,929868.904,31.7,929900.604,1,2003,3,2003,2,04,30
2003-04-30,Marketable,Notes,1631282.972,33.95,1631316.922,2,2003,3,2003,2,04,30
2003-04-30,Marketable,Bonds,585436.438,309.921,585746.359,3,2003,3,2003,2,04,30
2003-04-30,Marketable,Inflation-Indexed Notes,108516.905,0,108516.905,4,2003,3,2003,2,04,30
2003-04-30,Marketable,Inflation-Indexed Bonds,45874.271,0,45874.271,5,2003,3,2003,2,04,30
2003-04-30,Marketable,Federal Financing Bank,0,14999.99,14999.99,6,2003,3,2003,2,04,30
2003-04-30,Total Marketable,_,3300979.49,15375.561,3316355.051,7,2003,3,2003,2,04,30
2003-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2003,3,2003,2,04,30
2003-04-30,Nonmarketable,Foreign Series,12206.958,0,12206.958,9,2003,3,2003,2,04,30
2003-04-30,Nonmarketable,R.E.A. Series,1.053,0,1.053,10,2003,3,2003,2,04,30
2003-04-30,Nonmarketable,Government Account Series,12079.055,2742160.176,2754240.231,13,2003,3,2003,2,04,30
2003-04-30,Nonmarketable,Other,4120.687,0,4120.687,14,2003,3,2003,2,04,30
2003-04-30,Nonmarketable,State and Local Government Series,145740.97,0,145740.97,11,2003,3,2003,2,04,30
2003-04-30,Nonmarketable,United States Savings Securities,197721.2,0,197721.2,12,2003,3,2003,2,04,30
2003-04-30,Total Nonmarketable,_,401866.103,2742160.176,3144026.279,15,2003,3,2003,2,04,30
